CHAS_NO,CHAS_YES,CRIM,ZN,INDUS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,PRICE
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.7565113084144246,0.15975018108406946,0.16881519839384113,-1.3535710066575226,-0.29802723808201226,-0.5274858633115178,-0.7700187837190475,0.34043846299798114,0.4014285888583237,24.7
1.0,0.0,-1.333590341630663,2.7063040806961145,-1.1947286602754639,-0.15777228078616246,0.4818219216816976,-1.650954873544894,-0.2968103561901037,-0.7558486455988214,-0.9293686396613999,-0.07882950093097603,0.42543157795595116,30.8
1.0,0.0,-1.333590341630663,2.7063040806961145,-1.1947286602754639,-0.15777228078616246,0.6953034547349415,-1.8633719213215876,-0.2968103561901037,-0.7558486455988214,-0.9293686396613999,-0.07882950093097603,0.4253224734600529,34.9
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.6182035063320368,-0.06832933378046331,-2.796652298615209,-2.3200685740414784,-0.2965598999994534,-0.7558486455988214,-1.041503723472685,-0.2651708182327361,0.3139267831478816,26.6
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.6182035063320368,-0.06832933378046331,0.26983326648197287,-2.189078061245851,-0.2965598999994534,-0.7558486455988214,-1.041503723472685,-0.2651708182327361,0.2916694659846267,25.3
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.6182035063320368,-0.06832933378046331,0.2907335564312415,-2.1926183453754624,-0.2965598999994534,-0.7558486455988214,-1.041503723472685,-0.2651708182327361,0.41266635193584905,24.7
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.6182035063320368,-0.06832933378046331,0.2200706713646666,-1.0066231619555899,-0.2965598999994534,-0.7558486455988214,-1.041503723472685,-0.2651708182327361,0.3573503725154074,21.2
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.6182035063320368,-0.06832933378046331,0.027489428260691322,-1.2261207779915066,-0.29704585392784144,-0.7558486455988214,-1.041503723472685,-0.2651708182327361,0.4392878489350359,19.3
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.6182035063320368,-0.06832933378046331,0.07924252718268984,-1.2438221986395646,-0.29704585392784144,-0.7558486455988214,-1.041503723472685,-0.2651708182327361,0.4392878489350359,20.0
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.6182035063320368,-0.06832933378046331,-2.7970205418190774,0.6042061170176702,-0.296584569699283,-0.7558486455988214,-1.041503723472685,-0.2651708182327361,0.39390037864134053,16.6
1.0,0.0,0.44811503415008835,-0.4910805344527814,-0.6182035063320368,-0.06832933378046331,-0.11333871592128543,0.951153961719603,-0.296443130086927,-0.7558486455988214,-1.041503723472685,-0.2651708182327361,0.4392878489350359,14.4
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.6182035063320368,-0.06832933378046331,-0.012320647833153696,-0.2277606534410465,-0.2962726350503274,-0.7558486455988214,-1.041503723472685,-0.2651708182327361,0.4392878489350359,19.4
1.0,0.0,-0.44273765374028734,0.4041871577889094,-0.8030991996421764,-0.10857865993302793,0.16732232054032195,-0.8048269665677308,-0.2957032740415633,-0.6416672544551696,-0.9824852583088507,-0.7776094408125724,0.42466784648466305,19.7
1.0,0.0,-1.333590341630663,0.4041871577889094,-0.8030991996421764,-0.10857865993302793,0.24296146511862748,-0.19235781214493092,-0.2957032740415633,-0.6416672544551696,-0.9824852583088507,-0.7776094408125724,0.4073202316368325,20.5
1.0,0.0,-1.333590341630663,0.4041871577889094,-0.8030991996421764,-0.10857865993302793,0.4400213417831603,-1.6757368624521747,-0.2957032740415633,-0.6416672544551696,-0.9824852583088507,-0.7776094408125724,0.4392878489350359,25.0
1.0,0.0,-1.333590341630663,0.4041871577889094,-0.8030991996421764,-0.10857865993302793,0.18473922883137914,-1.6651160100633402,-0.2957032740415633,-0.6416672544551696,-0.9824852583088507,-0.7776094408125724,0.4392878489350359,23.4
1.0,0.0,-1.333590341630663,2.7063040806961145,-1.0418621421844037,-2.070017766294507,0.13000037420234223,-0.7375615681051112,-0.29530777567921696,-0.7558486455988214,0.35133205439380283,1.2255597201813375,0.4392878489350359,18.9
1.0,0.0,-1.333590341630663,3.345781003725894,-1.4465944472254961,-0.26957596454328636,0.8072692937488806,-1.6474145894152823,-0.2942294356888907,-0.5274858633115178,-1.082816649087369,-0.2651708182327361,0.42870471283290046,35.4
1.0,0.0,-1.333590341630663,3.132622029382634,-1.5164762840671238,-2.070017766294507,0.3763252200330083,-1.1588553795288867,-0.29384490163757965,-0.8700300367424731,-0.5693560021620111,-0.5446827941853737,0.4392878489350359,24.7
1.0,0.0,-1.333590341630663,3.772098952412413,-1.432035731216824,-0.2337987857410067,0.5917972568909444,-0.9889217413075321,-0.29452061646338656,-0.5274858633115178,-0.9057612535958662,-1.5695600393450488,0.3956460505757131,31.6
1.0,0.0,-0.44273765374028734,0.5747143372635172,-0.8773486512864055,-0.04596859702903853,0.25789024365381935,-1.3889738479536382,-0.29492003065110267,-0.1849416898805626,-0.7405095511371304,0.57336510962518,0.37142485248628926,23.3
1.0,0.0,-0.44273765374028734,0.5747143372635172,-0.8773486512864055,-0.04596859702903853,0.14940778629809168,-0.7517227046235574,5.12785998357301,-0.1849416898805626,-0.7405095511371304,0.57336510962518,0.4392878489350359,19.6
1.0,0.0,-0.44273765374028734,0.5747143372635172,-0.8773486512864055,-0.04596859702903853,0.05684935937990202,-0.07906871999736088,-0.29538162814569074,-0.1849416898805626,-0.7405095511371304,0.57336510962518,0.41975814416923934,18.7
1.0,0.0,-0.44273765374028734,0.5747143372635172,-0.8773486512864055,-0.04596859702903853,0.16881519839384113,0.8838885632569837,-0.2957002980142823,-0.1849416898805626,-0.7405095511371304,0.57336510962518,0.233953187654422,16.0
1.0,0.0,-0.44273765374028734,0.5747143372635172,-0.8773486512864055,-0.04596859702903853,0.41265191446864186,-0.02242417392357611,-0.29538154982918335,-0.1849416898805626,-0.7405095511371304,0.57336510962518,0.4392878489350359,22.2
1.0,0.0,-1.333590341630663,0.2549758757486276,-1.4233005016116207,-2.0699904861956706,0.7351135308287865,-0.31626775668133555,-0.2938172559104691,-0.7558486455988214,-1.141835114251203,0.060926487045343584,0.39935560343625587,33.0
1.0,0.0,-1.333590341630663,2.9194630550393743,-1.1335820530390397,-0.29193670129471117,-2.7968911590717727,-1.7925662387293564,-0.29586241318459067,-0.6416672544551696,-0.42771168576880897,-1.1037067460906504,0.4392878489350359,23.5
1.0,0.0,-1.333590341630663,2.9194630550393743,-1.1335820530390397,-0.29193670129471117,0.0797401531338629,-1.3217084494910187,-0.29586241318459067,-0.6416672544551696,-0.42771168576880897,-1.1037067460906504,0.4392878489350359,19.4
1.0,0.0,-1.333590341630663,0.04181690140536789,-0.7404967208048849,-0.2427430804415766,0.12502411469061162,-1.6651160100633402,4.787966341477292,-0.6416672544551696,-0.3804969136377416,0.20068247502166153,0.4317596387180528,22.0
1.0,0.0,-0.44273765374028734,0.04181690140536789,-0.7404967208048849,-0.2427430804415766,-0.0163016554425382,-1.1199122541031599,4.787966341477292,-0.6416672544551696,-0.3804969136377416,0.20068247502166153,0.4392878489350359,17.4
1.0,0.0,-0.44273765374028734,0.04181690140536789,-0.7404967208048849,-0.2427430804415766,0.12850749634882305,-1.254443051028399,4.787966341477292,-0.6416672544551696,-0.3804969136377416,0.20068247502166153,0.4392878489350359,20.9
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.05041358199381321,-0.22485449104043678,0.39324450237289243,-2.189078061245851,-0.29689948037551955,-0.6416672544551696,-0.6165707742930785,0.34043846299798114,0.2955972278369659,24.2
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.05041358199381321,-0.22485449104043678,0.1663270686379758,-1.8031870911181909,-0.29689948037551955,-0.6416672544551696,-0.6165707742930785,0.34043846299798114,0.22151527512201513,21.7
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.05041358199381321,-0.22485449104043678,0.21808016755997434,-2.1465946516905126,-0.29689948037551955,-0.6416672544551696,-0.6165707742930785,0.34043846299798114,0.3739342558919505,22.8
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.05041358199381321,-0.22485449104043678,0.30765283877112565,-2.2032391977642973,-0.29689948037551955,-0.6416672544551696,-0.6165707742930785,0.34043846299798114,0.2240246785276764,23.4
1.0,0.0,-1.333590341630663,-0.4910805344527814,0.24367248138136918,-0.11752295463359784,0.3215863654039714,-2.2103197660235203,-0.2977106827591203,-0.5274858633115178,-0.06769904826942019,0.10751181637078235,0.41768515874717155,24.1
1.0,0.0,-0.44273765374028734,-0.4910805344527814,0.24367248138136918,-0.11752295463359784,0.3280555027692212,-0.8296089554750118,-0.29751403000905075,-0.5274858633115178,-0.06769904826942019,0.10751181637078235,0.29014200304205057,21.4
1.0,0.0,-0.44273765374028734,-0.4910805344527814,0.24367248138136918,-0.11752295463359784,0.32457212111100975,0.21477486276039853,-0.2978667675583592,-0.5274858633115178,-0.06769904826942019,0.10751181637078235,0.1857290004673707,20.0
1.0,0.0,-0.44273765374028734,-0.4910805344527814,0.24367248138136918,-0.11752295463359784,-2.7969658029644484,-0.8012866824381194,-0.29783677233602684,-0.5274858633115178,-0.06769904826942019,0.10751181637078235,0.33083798001211867,20.8
1.0,0.0,-1.333590341630663,-0.4910805344527814,0.24367248138136918,-0.11752295463359784,0.3011837014058758,-0.5216042361988059,-0.2971134410737236,-0.5274858633115178,-0.06769904826942019,0.10751181637078235,0.32472812824181346,21.2
1.0,0.0,-0.44273765374028734,-0.4910805344527814,0.24367248138136918,-0.11752295463359784,0.12303361088591937,-1.1269928223623829,-0.29751403000905075,-0.5274858633115178,-0.06769904826942019,0.10751181637078235,0.43012307127957844,20.3
1.0,0.0,-1.333590341630663,0.5747143372635172,-0.9166571845098209,-0.16671657548673235,0.5475085472365419,-1.2367416303803414,-0.29681066945613327,-0.6416672544551696,-0.7582150906862807,0.24726780434710197,0.4392878489350359,28.0
1.0,0.0,-1.333590341630663,0.5747143372635172,-0.9166571845098209,-0.16671657548673235,0.4937649445098511,0.06962321344632476,-0.29681066945613327,-0.6416672544551696,-0.7582150906862807,0.24726780434710197,0.42543157795595116,23.9
1.0,0.0,-1.333590341630663,0.5747143372635172,-0.9166571845098209,-0.16671657548673235,0.3360175179879902,-1.2827653240652914,-0.29681066945613327,-0.6416672544551696,-0.7582150906862807,0.24726780434710197,0.4392878489350359,24.8
1.0,0.0,-1.333590341630663,0.5747143372635172,-0.9166571845098209,-0.16671657548673235,0.26883801457962675,-0.7694241252716152,-0.29681066945613327,-0.6416672544551696,-0.7582150906862807,0.24726780434710197,0.3709884345026958,22.9
1.0,0.0,-1.333590341630663,-0.4910805344527814,-0.9705244337419089,-0.06385718643017836,0.37931097574004663,-0.723400431586665,-0.2972972499165804,-0.7558486455988214,-0.958877872243317,0.014341157719903158,0.4392878489350359,23.9
1.0,0.0,-1.333590341630663,-0.4910805344527814,-0.9705244337419089,-0.06385718643017836,-2.7967219662483735,-0.43663741708812853,-0.2975648574223503,-0.7558486455988214,-0.958877872243317,0.014341157719903158,0.389099780821815,26.6
1.0,0.0,-1.333590341630663,-0.4910805344527814,-0.9705244337419089,-0.06385718643017836,0.19319887000132122,-0.8260686713454002,-0.29757308065562676,-0.7558486455988214,-0.958877872243317,0.014341157719903158,0.42935933980829033,22.5
1.0,0.0,-1.333590341630663,-0.4910805344527814,-0.9705244337419089,-0.06385718643017836,0.24594722082566586,-0.41185542818084775,-0.29810531963988546,-0.7558486455988214,-0.958877872243317,0.014341157719903158,0.4201945621528322,22.2
1.0,0.0,-1.333590341630663,-0.4910805344527814,-1.1277585666355707,0.1150287075812199,0.6868438135649995,0.6325283900545626,-0.2983605531374868,-0.8700300367424731,-0.8231354023664983,-0.3117561475581748,0.4392878489350359,23.6
1.0,0.0,-1.333590341630663,-0.4910805344527814,-1.1277585666355707,0.1150287075812199,0.7226728820494599,-0.1888175280153193,-0.29836619192601926,-0.8700300367424731,-0.8231354023664983,-0.3117561475581748,0.43012307127957844,28.7
1.0,0.0,-1.333590341630663,-0.4910805344527814,-1.1277585666355707,0.1150287075812199,0.39324450237289243,-0.08260900412697274,-0.29861852771284697,-0.8700300367424731,-0.8231354023664983,-0.3117561475581748,0.3877905268710353,22.6
1.0,0.0,-1.333590341630663,-0.4910805344527814,-1.1277585666355707,0.1150287075812199,0.3872729909588157,0.19353315798272938,-0.29861868434586175,-0.8700300367424731,-0.8231354023664983,-0.3117561475581748,0.4027378428091034,22.0
1.0,0.0,-1.333590341630663,0.7026097218694729,0.5654201051730291,0.0032250238240959907,0.405685151152219,-0.5251445203284175,-0.2981693042264274,-0.6416672544551696,-0.8231354023664983,-0.12541483025641645,0.418667099210256,22.9
1.0,0.0,-1.333590341630663,0.7026097218694729,0.5654201051730291,0.0032250238240959907,0.2907335564312415,-1.3995947003424731,-0.2981693042264274,-0.6416672544551696,-0.8231354023664983,-0.12541483025641645,0.43306889266883253,25.0
1.0,0.0,-1.333590341630663,0.7026097218694729,0.5654201051730291,0.0032250238240959907,0.3096433425758179,0.3139028183895221,2.530101433270025,-0.6416672544551696,-0.8231354023664983,-0.12541483025641645,0.4392878489350359,20.6
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-1.203463889880667,-0.08174577583131819,0.49675070021688944,-0.37645258688473215,-0.2983029905045512,-0.8700300367424731,-0.7877243232681977,-0.21858548890729565,0.01465315089882505,28.4
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-1.203463889880667,-0.08174577583131819,0.26684751077493446,0.04130094040943188,-0.2983029905045512,-0.8700300367424731,-0.7877243232681977,-0.21858548890729565,0.3839718695145943,21.4
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-1.203463889880667,-0.08174577583131819,1.215322573710792,0.2678791247045719,-0.2983029905045512,-0.8700300367424731,-0.7877243232681977,-0.21858548890729565,0.4392878489350359,38.7
1.0,0.0,-1.333590341630663,-0.4910805344527814,-1.203463889880667,-0.08174577583131819,-2.7961297913664778,-1.1163719699735482,-0.2983029905045512,-0.8700300367424731,-0.7877243232681977,-0.21858548890729565,0.4025196338173064,43.8
1.0,0.0,-1.333590341630663,-0.4910805344527814,-1.203463889880667,-0.08174577583131819,0.8903728275947821,-0.21005923279298871,-0.2983029905045512,-0.8700300367424731,-0.7877243232681977,-0.21858548890729565,0.4392878489350359,33.2
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.3779846921889422,-2.0695258300859756,0.5475085472365419,0.40595020575942303,-0.2988648331286053,-0.5274858633115178,-0.1503248994987881,1.1323890615304568,0.41593948681279835,27.5
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.3779846921889422,-2.0695258300859756,0.5743803485998873,0.10148577061282851,-0.29880351130331473,-0.5274858633115178,-0.1503248994987881,1.1323890615304568,0.42488605547645947,26.5
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.3779846921889422,-2.0695258300859756,0.3872729909588157,0.6006658328880589,-0.29891425084477175,-0.5274858633115178,-0.1503248994987881,1.1323890615304568,-3.118609762308759,18.6
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.3779846921889422,-2.0695258300859756,0.2539092360444348,0.67147151548029,-0.29891425084477175,-0.5274858633115178,-0.1503248994987881,1.1323890615304568,0.41277545643174784,19.3
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.3779846921889422,-2.0695258300859756,0.26883801457962675,0.7635189028501904,1.595002334969825,-0.5274858633115178,-0.1503248994987881,1.1323890615304568,0.39335485616184884,20.1
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.3779846921889422,-2.0695258300859756,0.11158821400893892,1.000717939534165,-0.2993902585767205,-0.5274858633115178,-0.1503248994987881,1.1323890615304568,0.4081930676040188,19.5
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.3779846921889422,-2.0695258300859756,0.10412382474134298,0.8307843013128102,1.430537669439639,-0.5274858633115178,-0.1503248994987881,1.1323890615304568,0.4258679959395446,19.5
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.3779846921889422,-2.0695258300859756,0.24893297653270421,0.5935852646288357,-0.29937811951807425,-0.5274858633115178,-0.1503248994987881,1.1323890615304568,0.3388026082126953,20.4
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.3779846921889422,-2.0695258300859756,0.42160918158975697,1.014879076052611,-0.29913494676261176,-0.5274858633115178,-0.1503248994987881,1.1323890615304568,0.4211765026159173,19.8
1.0,0.0,0.44811503415008835,-0.4910805344527814,-0.3779846921889422,-2.0695258300859756,0.2996908235523566,0.8060023124055292,-0.2990470756413142,-0.5274858633115178,-0.1503248994987881,1.1323890615304568,0.37742559976069623,19.4
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.3779846921889422,-2.0695258300859756,0.2827715412124725,-0.4968222472915252,-0.2988648331286053,-0.5274858633115178,-0.1503248994987881,1.1323890615304568,0.40208321583371354,21.7
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.1668833100631925,0.3744132538977474,0.5415370358224652,0.46613503596281913,-0.2989433845855228,-0.4133044721678661,0.13296373328761618,-0.3117561475581748,-0.0004032695351412853,22.8
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.1668833100631925,0.3744132538977474,0.1424410229816688,0.8661871426089259,-0.29919720838599106,-0.4133044721678661,0.13296373328761618,-0.3117561475581748,0.4180124722348662,18.8
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.1668833100631925,0.3744132538977474,0.23151606824164703,0.9546942458492149,1.6944642993618897,-0.4133044721678661,0.13296373328761618,-0.3117561475581748,0.4392878489350359,18.7
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.1668833100631925,0.3744132538977474,0.3121314723316832,0.5581824233327201,-0.2992730970816571,-0.4133044721678661,0.13296373328761618,-0.3117561475581748,0.3502585802820177,18.5
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.1668833100631925,0.3744132538977474,0.14990541224926474,0.6997937885171824,-0.2991112951773784,-0.4133044721678661,0.13296373328761618,-0.3117561475581748,-0.12794642524026228,18.3
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.1668833100631925,0.3744132538977474,0.2733166481401843,0.14396918016816734,-0.29890219010263286,-0.4133044721678661,0.13296373328761618,-0.3117561475581748,0.40001023041164574,21.2
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.1668833100631925,0.3744132538977474,0.12203835898357324,0.1652108849458365,-0.29910001760031346,-0.4133044721678661,0.13296373328761618,-0.3117561475581748,-0.19646404866439948,20.4
1.0,0.0,-0.44273765374028734,-0.4910805344527814,-0.1668833100631925,0.3744132538977474,0.051873099868171395,-0.11447156129347648,-0.29887939999898083,-0.4133044721678661,0.13296373328761618,-0.3117561475581748,0.3803714211499503,19.3
1.0,0.0,-1.333590341630663,-0.4910805344527814,2.1100998736931706,0.5264662638074359,-2.797100161971265,0.04484122453904374,-0.2992721572835684,-0.8700300367424731,-1.307086816709939,0.2938531336725424,0.3547318646138479,22.0
1.0,0.0,-1.333590341630663,-0.4910805344527814,2.1100998736931706,0.5264662638074359,0.18772498453841752,0.5546421392031081,-0.29931938213752773,-0.8700300367424731,-1.307086816709939,0.2938531336725424,0.22947990332259177,20.3
